Hello	UH	hello
nervous	JJ	nervous
about	IN	about
running	VBG	run
into	IN	into
someone	NN	someone
,	,	,
especially	RB	especially
men	NNS	man
,	,	,
my	PP$	my
head	NN	head
is	VBZ	be
always	RB	always
on	IN	on
a	DT	a
swivel	NN	swivel
and	CC	and
I	PP	I
turn	VBP	turn
around	RB	around
if	IN	if
I	PP	I
see	VBP	see
someone	NN	someone
coming	VBG	come
my	PP$	my
way	NN	way
,	,	,
I	PP	I
've	VBP	have
walked	VBN	walk
two	CD	two
blocks	NNS	block
out	RB	out
of	IN	of
my	PP$	my
way	NN	way
just	RB	just
to	TO	to
avoid	VB	avoid
a	DT	a
couple	NN	couple
walking	VBG	walk
their	PP$	their
dog	NN	dog
two	CD	two
last	JJ	last
week	NN	week
.	SENT	.
I	PP	I
do	VBP	do
n't	RB	n't
really	RB	really
know	VB	know
what	WP	what
you	PP	you
guys	VBZ	guy
could	MD	could
say	VB	say
but	CC	but
here	RB	here
goes	VBZ	go
.	SENT	.
